"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedSequences","basisOfRecord","canonicalName","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","combinationAuthors","combinationYear","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","degreeOfEstablishment","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","eventType","family","familyKey","fieldNotes","fieldNumber","footprintWKT","fullCountry","gbifID","gbifRegion","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","higherGeographyID","hostingOrganizationKey","http://unknown.org/captive_cultivated","http://unknown.org/nick","http://unknown.org/verbatimLabel","identificationID","identificationQualifier","identificationRemarks","identifiedBy","identifier","individualCount","infraspecificEpithet","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","isSequenced","iucnRedListCategory","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","materialEntityID","modified","month","municipality","nameAccordingTo","namePublishedInYear","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","organismQuantity","organismQuantityType","organismRemarks","organismScope","otherCatalogNumbers","ownerInstitutionCode","parentEventID","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","projectId","protocol","publishedByGbifRegion","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rightsHolder","sampleSizeUnit","samplingEffort","samplingProtocol","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimIdentification","verbatimLocality","verbatimScientificName","verbatimSRS","verbatimTaxonRank","vernacularName","vitality","year","downloadDate"
"416","Heteromys australis australis",4263264,"http://www.vertnet.org/resources/norms.html","Quindio","Salento",NA,"PRESERVED_SPECIMEN",NA,"M-32959","Mammalia",359,"Quindio, Salento, Colombia, SOUTH_AMERICA","Mammals",NA,"80b52a96-35d8-42ef-aa2c-dd7ede8dbf1f",NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",305,NA,"96ca66b4-f762-11e1-a439-00145eb45e9a",NA,NA,29,NA,NA,NA,2134,0,272,"native","1911-09-29",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","859406542","LATIN_AMERICA","Heteromys","Heteromys",2439567,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia;Chordata;Mammalia;Rodentia;Heteromyidae;Heteromys","South America;Colombia;Quindio;Salento;;;;",NA,"2053a639-84c3-4be5-b8bc-96b6d88a976c",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:AMNH:Mammals:M-32959",1,"australis","a957a663-2f17-415f-b1c8-5cf6398df8ed","AMNH","urn:lsid:biocol.org:col:34925","dc02e848-9e1f-4dd0-8078-2eb60620d39b",FALSE,"CO",FALSE,NA,859406542,"Animalia",1,"en","2025-01-18T11:15:25.958+00:00","2025-02-02T02:06:09.220+00:00","2025-02-02T02:06:09.220+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,NA,NA,NA,NA,NA,"2013-08-07T00:00:00.000+00:00",9,NA,NA,NA,"ICZN","urn:catalog:AMNH:Mammals:M-32959",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Not Mounted",NA,NA,"EML","NORTH_AMERICA","US","ccd1ddc0-6c21-11de-8224-b8a03c50a862","L. E. Miller","379",NA,NA,NA,NA,NA,NA,"Heteromys australis australis","Male","Heteromys australis",2439568,"australis",272,NA,NA,4263264,"ACCEPTED","SUBSPECIES","PhysicalObject",NA,NA,NA,"7000 ft","1911-09-29",NA,"South America; Colombia; Quindio; Salento; ; ; ; ; ; ;",NA,NA,NA,NA,NA,1911,2025-04-14
"417","Heteromys australis australis",4263264,"http://www.vertnet.org/resources/norms.html","Tolima","Ibague",NA,"PRESERVED_SPECIMEN",NA,"M-32965","Mammalia",359,"Chicoral, Tolima, Ibague, Colombia, SOUTH_AMERICA","Mammals",NA,"80b52a96-35d8-42ef-aa2c-dd7ede8dbf1f",NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",305,NA,"96ca66b4-f762-11e1-a439-00145eb45e9a",NA,NA,11,NA,NA,NA,549,0,284,"native","1911-10-11",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","859435847","LATIN_AMERICA","Heteromys","Heteromys",2439567,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia;Chordata;Mammalia;Rodentia;Heteromyidae;Heteromys","South America;Colombia;Tolima;Ibague;;;;",NA,"2053a639-84c3-4be5-b8bc-96b6d88a976c",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:AMNH:Mammals:M-32965",1,"australis","a957a663-2f17-415f-b1c8-5cf6398df8ed","AMNH","urn:lsid:biocol.org:col:34925","dc02e848-9e1f-4dd0-8078-2eb60620d39b",FALSE,"CO",FALSE,NA,859435847,"Animalia",1,"en","2025-01-18T11:15:25.958+00:00","2025-02-02T02:06:09.200+00:00","2025-02-02T02:06:09.200+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"Chicoral",NA,NA,NA,NA,NA,"2013-08-07T00:00:00.000+00:00",10,NA,NA,NA,"ICZN","urn:catalog:AMNH:Mammals:M-32965",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Not Mounted",NA,NA,"EML","NORTH_AMERICA","US","ccd1ddc0-6c21-11de-8224-b8a03c50a862","L. E. Miller","396",NA,NA,NA,NA,NA,NA,"Heteromys australis australis","Male","Heteromys australis",2439568,"australis",284,NA,NA,4263264,"ACCEPTED","SUBSPECIES","PhysicalObject",NA,NA,NA,"1800 ft","1911-10-11",NA,"South America; Colombia; Tolima; Ibague; ; ; ; ; ; ; South America; Colombia; Tolima; Ibague; ; ; ; ; ; ; Chicoral",NA,NA,NA,NA,NA,1911,2025-04-14
"418","Heteromys australis Thomas, 1901",2439568,NA,"Antioquia",NA,NA,"PRESERVED_SPECIMEN",NA,"17312","Mammalia",359,"Andes, Quindio, Antioquia, Colombia, SOUTH_AMERICA","Mamm",NA,"2c3695ff-a712-4a47-8665-f313dc0a1a5d",NA,NA,"SOUTH_AMERICA",1e-05,887,"Colombia",656,NA,"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3",NA,NA,13,NA,"unknown","{""sex"":""female""}",NA,NA,317,NA,"1911-11-13",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","476851247","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","John Mewherter",NA,"GEOLocate",NA,"GEOLocate","verified by MCZ collection",NA,"Animalia Chordata Mammalia Rodentia Heteromyidae Heteromys australis","South America: Colombia: Antioquia","http://vocab.getty.edu/tgn/1000503","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,"| original ledger entry notes: ""Exchange with Am. Mus. N.H.""","[no agent data]","MCZ:Mamm:17312",1,NA,"b0f5183c-5ed0-47f4-b75f-65e0c1036cb5","MCZ","b4640710-8e03-11d8-b956-b8a03c50a862","1cfca87c-083e-4d67-8e60-cb7d311f6058",FALSE,"CO",FALSE,"LC",476851247,"Animalia",1,NA,"2025-04-12T06:56:11.274+00:00","2025-04-12T07:46:13.152+00:00","2025-04-12T07:46:13.152+00:00",5.65642,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,"Andes, Quindio",NA,NA,NA,-75.87965,NA,"2024-12-20T16:12:15.000+00:00",11,NA,NA,NA,"ICZN","MCZ:Mamm:17312","sex: female","PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,"additional number=511","Museum of Comparative Zoology, Harvard University",NA,NA,"Chordata",44,"skin (dry)",NA,NA,"EML","NORTH_AMERICA","US","b4640710-8e03-11d8-b956-b8a03c50a862","L. E. Miller",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:17312",NA,"President and Fellows of Harvard College",NA,NA,NA,"Heteromys australis Thomas, 1901","Female","Heteromys australis",2439568,"australis",317,NA,NA,2439568,"ACCEPTED","SPECIES",NA,NA,NA,"decimal degrees",NA,"Migrated as 13-Nov-1911",NA,"Colombia, Andes, Quindio",NA,NA,NA,NA,NA,1911,2025-04-14
"419","Heteromys australis australis",4263264,"http://www.vertnet.org/resources/norms.html","Caldas","Aguadas",NA,"PRESERVED_SPECIMEN",NA,"M-32960","Mammalia",359,"El Roble, Caldas, Aguadas, Colombia, SOUTH_AMERICA","Mammals",NA,"80b52a96-35d8-42ef-aa2c-dd7ede8dbf1f",NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",305,NA,"96ca66b4-f762-11e1-a439-00145eb45e9a",NA,NA,9,NA,NA,NA,2195,0,313,"native","1911-11-09",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","859417224","LATIN_AMERICA","Heteromys","Heteromys",2439567,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia;Chordata;Mammalia;Rodentia;Heteromyidae;Heteromys","South America;Colombia;Caldas;Aguadas;;;;",NA,"2053a639-84c3-4be5-b8bc-96b6d88a976c",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:AMNH:Mammals:M-32960",1,"australis","a957a663-2f17-415f-b1c8-5cf6398df8ed","AMNH","urn:lsid:biocol.org:col:34925","dc02e848-9e1f-4dd0-8078-2eb60620d39b",FALSE,"CO",FALSE,NA,859417224,"Animalia",1,"en","2025-01-18T11:15:25.958+00:00","2025-02-02T02:06:09.200+00:00","2025-02-02T02:06:09.200+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"El Roble",NA,NA,NA,NA,NA,"2013-08-07T00:00:00.000+00:00",11,NA,NA,NA,"ICZN","urn:catalog:AMNH:Mammals:M-32960",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,NA,NA,NA,"EML","NORTH_AMERICA","US","ccd1ddc0-6c21-11de-8224-b8a03c50a862","L. E. Miller","479",NA,NA,NA,NA,NA,NA,"Heteromys australis australis","Female","Heteromys australis",2439568,"australis",313,NA,NA,4263264,"ACCEPTED","SUBSPECIES","PhysicalObject",NA,NA,NA,"7200 ft","1911-11-09",NA,"South America; Colombia; Caldas; Aguadas; ; ; ; ; ; ; South America; Colombia; Caldas; Aguadas; ; ; ; ; ; ; El Roble",NA,NA,NA,NA,NA,1911,2025-04-14
"420","Heteromys australis australis",4263264,"http://www.vertnet.org/resources/norms.html","Caldas","Aguadas",NA,"PRESERVED_SPECIMEN",NA,"M-32961","Mammalia",359,"El Roble, Caldas, Aguadas, Colombia, SOUTH_AMERICA","Mammals",NA,"80b52a96-35d8-42ef-aa2c-dd7ede8dbf1f",NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",305,NA,"96ca66b4-f762-11e1-a439-00145eb45e9a",NA,NA,9,NA,NA,NA,2195,0,313,"native","1911-11-09",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","859417229","LATIN_AMERICA","Heteromys","Heteromys",2439567,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia;Chordata;Mammalia;Rodentia;Heteromyidae;Heteromys","South America;Colombia;Caldas;Aguadas;;;;",NA,"2053a639-84c3-4be5-b8bc-96b6d88a976c",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:AMNH:Mammals:M-32961",1,"australis","a957a663-2f17-415f-b1c8-5cf6398df8ed","AMNH","urn:lsid:biocol.org:col:34925","dc02e848-9e1f-4dd0-8078-2eb60620d39b",FALSE,"CO",FALSE,NA,859417229,"Animalia",1,"en","2025-01-18T11:15:25.958+00:00","2025-02-02T02:06:09.221+00:00","2025-02-02T02:06:09.221+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"El Roble",NA,NA,NA,NA,NA,"2013-08-07T00:00:00.000+00:00",11,NA,NA,NA,"ICZN","urn:catalog:AMNH:Mammals:M-32961",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Not Mounted",NA,NA,"EML","NORTH_AMERICA","US","ccd1ddc0-6c21-11de-8224-b8a03c50a862","L. E. Miller","480",NA,NA,NA,NA,NA,NA,"Heteromys australis australis","Female","Heteromys australis",2439568,"australis",313,NA,NA,4263264,"ACCEPTED","SUBSPECIES","PhysicalObject",NA,NA,NA,"7200 ft","1911-11-09",NA,"South America; Colombia; Caldas; Aguadas; ; ; ; ; ; ; South America; Colombia; Caldas; Aguadas; ; ; ; ; ; ; El Roble",NA,NA,NA,NA,NA,1911,2025-04-14
"421","Heteromys australis australis",4263264,"http://www.vertnet.org/resources/norms.html","Caldas","Aguadas",NA,"PRESERVED_SPECIMEN",NA,"M-32962","Mammalia",359,"El Roble, Caldas, Aguadas, Colombia, SOUTH_AMERICA","Mammals",NA,"80b52a96-35d8-42ef-aa2c-dd7ede8dbf1f",NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",305,NA,"96ca66b4-f762-11e1-a439-00145eb45e9a",NA,NA,13,NA,NA,NA,2195,0,317,"native","1911-11-13",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","859417234","LATIN_AMERICA","Heteromys","Heteromys",2439567,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia;Chordata;Mammalia;Rodentia;Heteromyidae;Heteromys","South America;Colombia;Caldas;Aguadas;;;;",NA,"2053a639-84c3-4be5-b8bc-96b6d88a976c",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:AMNH:Mammals:M-32962",1,"australis","a957a663-2f17-415f-b1c8-5cf6398df8ed","AMNH","urn:lsid:biocol.org:col:34925","dc02e848-9e1f-4dd0-8078-2eb60620d39b",FALSE,"CO",FALSE,NA,859417234,"Animalia",1,"en","2025-01-18T11:15:25.958+00:00","2025-02-02T02:06:09.251+00:00","2025-02-02T02:06:09.251+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"El Roble",NA,NA,NA,NA,NA,"2013-08-07T00:00:00.000+00:00",11,NA,NA,NA,"ICZN","urn:catalog:AMNH:Mammals:M-32962",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Not Mounted",NA,NA,"EML","NORTH_AMERICA","US","ccd1ddc0-6c21-11de-8224-b8a03c50a862","L. E. Miller","510",NA,NA,NA,NA,NA,NA,"Heteromys australis australis","Male","Heteromys australis",2439568,"australis",317,NA,NA,4263264,"ACCEPTED","SUBSPECIES","PhysicalObject",NA,NA,NA,"7200 ft","1911-11-13",NA,"South America; Colombia; Caldas; Aguadas; ; ; ; ; ; ; South America; Colombia; Caldas; Aguadas; ; ; ; ; ; ; El Roble",NA,NA,NA,NA,NA,1911,2025-04-14
"422","Heteromys australis australis",4263264,"http://www.vertnet.org/resources/norms.html","Caldas","Aguadas",NA,"PRESERVED_SPECIMEN",NA,"M-32963","Mammalia",359,"El Roble, Caldas, Aguadas, Colombia, SOUTH_AMERICA","Mammals",NA,"80b52a96-35d8-42ef-aa2c-dd7ede8dbf1f",NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",305,NA,"96ca66b4-f762-11e1-a439-00145eb45e9a",NA,NA,13,NA,NA,NA,2195,0,317,"native","1911-11-13",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","859417327","LATIN_AMERICA","Heteromys","Heteromys",2439567,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia;Chordata;Mammalia;Rodentia;Heteromyidae;Heteromys","South America;Colombia;Caldas;Aguadas;;;;",NA,"2053a639-84c3-4be5-b8bc-96b6d88a976c",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:AMNH:Mammals:M-32963",1,"australis","a957a663-2f17-415f-b1c8-5cf6398df8ed","AMNH","urn:lsid:biocol.org:col:34925","dc02e848-9e1f-4dd0-8078-2eb60620d39b",FALSE,"CO",FALSE,NA,859417327,"Animalia",1,"en","2025-01-18T11:15:25.958+00:00","2025-02-02T02:06:09.220+00:00","2025-02-02T02:06:09.220+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"El Roble",NA,NA,NA,NA,NA,"2013-08-07T00:00:00.000+00:00",11,NA,NA,NA,"ICZN","urn:catalog:AMNH:Mammals:M-32963","Note in catalog: Exchanged Mus.Comp Zool.;Paradox: specimen marked as exchanged.","PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,NA,NA,NA,"EML","NORTH_AMERICA","US","ccd1ddc0-6c21-11de-8224-b8a03c50a862","L. E. Miller","511",NA,NA,NA,NA,NA,NA,"Heteromys australis australis","Female","Heteromys australis",2439568,"australis",317,NA,NA,4263264,"ACCEPTED","SUBSPECIES","PhysicalObject",NA,NA,NA,"7200 ft","1911-11-13",NA,"South America; Colombia; Caldas; Aguadas; ; ; ; ; ; ; South America; Colombia; Caldas; Aguadas; ; ; ; ; ; ; El Roble",NA,NA,NA,NA,NA,1911,2025-04-14
"423","Heteromys australis australis",4263264,"http://www.vertnet.org/resources/norms.html","Quindio","Salento",NA,"PRESERVED_SPECIMEN",NA,"M-32966","Mammalia",359,"Quindio, Salento, Colombia, SOUTH_AMERICA","Mammals",NA,"80b52a96-35d8-42ef-aa2c-dd7ede8dbf1f",NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",305,NA,"96ca66b4-f762-11e1-a439-00145eb45e9a",NA,NA,11,NA,NA,NA,2164,0,315,"native","1911-11-11",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","859494989","LATIN_AMERICA","Heteromys","Heteromys",2439567,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia;Chordata;Mammalia;Rodentia;Heteromyidae;Heteromys","South America;Colombia;Quindio;Salento;;;;",NA,"2053a639-84c3-4be5-b8bc-96b6d88a976c",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:AMNH:Mammals:M-32966",1,"australis","a957a663-2f17-415f-b1c8-5cf6398df8ed","AMNH","urn:lsid:biocol.org:col:34925","dc02e848-9e1f-4dd0-8078-2eb60620d39b",FALSE,"CO",FALSE,NA,859494989,"Animalia",1,"en","2025-01-18T11:15:25.958+00:00","2025-02-02T02:06:09.222+00:00","2025-02-02T02:06:09.222+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,NA,NA,NA,NA,NA,"2013-08-07T00:00:00.000+00:00",11,NA,NA,NA,"ICZN","urn:catalog:AMNH:Mammals:M-32966",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,NA,NA,NA,"EML","NORTH_AMERICA","US","ccd1ddc0-6c21-11de-8224-b8a03c50a862","L. E. Miller","452",NA,NA,NA,NA,NA,NA,"Heteromys australis australis","Female","Heteromys australis",2439568,"australis",315,NA,NA,4263264,"ACCEPTED","SUBSPECIES","PhysicalObject",NA,NA,NA,"7100 ft","1911-11-11",NA,"South America; Colombia; Quindio; Salento; ; ; ; ; ; ;",NA,NA,NA,NA,NA,1911,2025-04-14
"424","Heteromys australis australis",4263264,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"USNM 113305","Mammalia",359,"San Javier, Ecuador, SOUTH_AMERICA","MAMM","urn:uuid:59e56a59-8615-4e0c-841d-eb88f3876b22","c0e59491-e319-4822-90bf-3e3c6fbd4a13",NA,NA,"SOUTH_AMERICA",NA,NA,"Ecuador",443,NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","NMNH Extant Biology",NA,21,NA,NA,NA,18,NA,21,NA,"1900-01-21",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Ecuador","1322681661","LATIN_AMERICA","Heteromys","Heteromys",2439567,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Castorimorpha, Heteromyidae, Heteromyinae","South America, Ecuador",NA,"bc092ff0-02e4-11dc-991f-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3f263c6f7-fbc7-4dd2-b8b2-6d2260b60470",1,"australis","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","USNM","urn:lsid:biocol.org:col:34871","586ee56e-b0fe-4dff-b7f9-aeb104f3308a",FALSE,"EC",FALSE,NA,1322681661,"Animalia",1,NA,"2025-04-02T10:12:38.616+00:00","2025-04-02T13:12:30.044+00:00","2025-04-02T13:12:30.044+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"San Javier",NA,NA,NA,NA,NA,"2020-05-01T14:05:00.000+00:00",1,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3f263c6f7-fbc7-4dd2-b8b2-6d2260b60470",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,NA,"EML","NORTH_AMERICA","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","G. Flemming","57",NA,NA,NA,NA,NA,NA,"Heteromys australis australis","Male","Heteromys australis",2439568,"australis",21,NA,NA,4263264,"ACCEPTED","SUBSPECIES",NA,NA,NA,NA,NA,"21 Jan 1900",NA,NA,NA,NA,NA,NA,NA,1900,2025-04-14
"425","Heteromys australis australis",4263264,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"USNM 113307","Mammalia",359,"San Javier, Ecuador, SOUTH_AMERICA","MAMM","urn:uuid:59e56a59-8615-4e0c-841d-eb88f3876b22","c0e59491-e319-4822-90bf-3e3c6fbd4a13",NA,NA,"SOUTH_AMERICA",NA,NA,"Ecuador",443,NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","NMNH Extant Biology",NA,2,NA,NA,NA,18,NA,2,NA,"1900-01-02",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Ecuador","1322775267","LATIN_AMERICA","Heteromys","Heteromys",2439567,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Castorimorpha, Heteromyidae, Heteromyinae","South America, Ecuador",NA,"bc092ff0-02e4-11dc-991f-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3f68bac10-5b1a-4fe1-9e3b-77b230c7176a",1,"australis","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","USNM","urn:lsid:biocol.org:col:34871","586ee56e-b0fe-4dff-b7f9-aeb104f3308a",FALSE,"EC",FALSE,NA,1322775267,"Animalia",1,NA,"2025-04-02T10:12:38.616+00:00","2025-04-02T13:12:32.354+00:00","2025-04-02T13:12:32.354+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"San Javier",NA,NA,NA,NA,NA,"2020-05-01T14:05:00.000+00:00",1,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3f68bac10-5b1a-4fe1-9e3b-77b230c7176a",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,NA,"EML","NORTH_AMERICA","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","G. Flemming","44",NA,NA,NA,NA,NA,NA,"Heteromys australis australis","Male","Heteromys australis",2439568,"australis",2,NA,NA,4263264,"ACCEPTED","SUBSPECIES",NA,NA,NA,NA,NA,"2 Jan 1900",NA,NA,NA,NA,NA,NA,NA,1900,2025-04-14
"426","Heteromys australis australis",4263264,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"USNM 113306","Mammalia",359,"San Javier, Ecuador, SOUTH_AMERICA","MAMM","urn:uuid:59e56a59-8615-4e0c-841d-eb88f3876b22","c0e59491-e319-4822-90bf-3e3c6fbd4a13",NA,NA,"SOUTH_AMERICA",NA,NA,"Ecuador",443,NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","NMNH Extant Biology",NA,26,NA,NA,NA,18,NA,146,NA,"1900-05-26",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Ecuador","1319027295","LATIN_AMERICA","Heteromys","Heteromys",2439567,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Castorimorpha, Heteromyidae, Heteromyinae","South America, Ecuador",NA,"bc092ff0-02e4-11dc-991f-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/350b6d089-b401-4d30-9a54-c44988c198cc",1,"australis","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","USNM","urn:lsid:biocol.org:col:34871","586ee56e-b0fe-4dff-b7f9-aeb104f3308a",FALSE,"EC",FALSE,NA,1319027295,"Animalia",1,NA,"2025-04-02T10:12:38.616+00:00","2025-04-02T13:10:36.505+00:00","2025-04-02T13:10:36.505+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"San Javier",NA,NA,NA,NA,NA,"2020-05-01T14:05:00.000+00:00",5,NA,NA,NA,NA,"http://n2t.net/ark:/65665/350b6d089-b401-4d30-9a54-c44988c198cc",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,NA,"EML","NORTH_AMERICA","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","G. Flemming","33",NA,NA,NA,NA,NA,NA,"Heteromys australis australis","Female","Heteromys australis",2439568,"australis",146,NA,NA,4263264,"ACCEPTED","SUBSPECIES",NA,NA,NA,NA,NA,"26 May 1900",NA,NA,NA,NA,NA,NA,NA,1900,2025-04-14
